Product_ID,Product_Title,Product_Rating,Category,Discounted_Price,Actual_Price,Discount_Percentage
7138,Women Multicolor Flats,4.5,Women,659,1295,49.11%
7139,STYLISH Sneakers For,4,Men,398,999,60.16%
7140,Men BlueGold Sharwani,4.3,Men,499,799,37.55%
7141,Women Gold Wedges,3.8,Women,465,499,6.81%
7142,Slippers,4.8,Women,595,799,25.53%
7143,Kolhapuris For Men,4,Men,629,999,37.04%
7144,Air Zoom Winflo,4.5,Women,4878,7995,38.99%
7145,BL-3 Belly Bellies,3.3,Women,459,699,34.33%
7146,SLON Lace Up,3.8,Men,1649,2999,45.02%
7147,Men Black Clogs,4.2,Men,2271,3495,35.02%
7148,Running Shoes For,3.9,Men,385,1049,63.30%
7149,Combo pack of,3.6,,498,998,50.10%
7150,Women Black Flats,4.3,Women,1005,1299,22.63%
7151,COBRABLACK3101 Casuals For,3.9,Men,474,999,52.55%
7152,Formal Slippers,4.2,Men,292,299,2.34%
7153,impact 1 rubber,4.2,Men,1049,1699,38.26%
7154,AFVE001-01 Jutis For,3.7,Men,269,599,55.09%
7155,Derby For Men,4,,1049,3799,72.39%
7156,Slip On Sneakers,4.1,Men,303,998,69.64%
7157,Sneakers For Women,3.8,Women,284,499,43.09%
7158,Synthetic Leather Casual,3.8,Men,407,999,59.26%
7159,Women Black Wedges,3.9,Women,1599,3199,50.02%
7160,Women Gold Flats,4.2,Women,360,499,27.86%
7161,Men's Casual MOJARIS/Jutti,3.5,Men,399,999,60.06%
7162,Men Khaki Sports,4.3,Men,2334,3295,29.17%
7163,Women Red Flats,4.3,Women,712,799,10.89%
7164,FOOT TRECK Men's,4.2,Men,379,1299,70.82%
7165,Ankle Length Stylish,3.9,Men,499,999,50.05%
7166,Boots For Women,4.2,Women,499,999,50.05%
7167,Women Black Heels,3.9,Women,849,2499,66.03%
7168,Women Blue Flats,4.1,Women,299,399,25.06%
7169,Boots For Women,4,Women,499,799,37.55%
7170,Men SM-406 Grey,4.2,Men,839,999,16.02%
7171,Women Beige Wedges,4.3,Women,549,999,45.05%
7172,Slides,4.2,Men,345,499,30.86%
7173,Slides,3.6,Men,498,1497,66.73%
7174,Perfect Stylish Girls,4.1,Women,309,499,38.08%
7175,Acupressure Slippers/Reflexology Sandals/Therapeutic,3.7,Men,529,1499,64.71%
7176,PUL-64 Slippers,4.1,Women,291,359,18.94%
7177,Boots For Women,4.1,Women,2095,3695,43.30%
7178,Jutis For Women,3.9,Women,594,999,40.54%
7179,Casual Boots For,4.2,Women,474,999,52.55%
7180,Jutis For Women,4.1,Women,1399,1895,26.17%
7181,Flip Flops,4.3,,629,899,30.03%
7182,"Men Red, Black",4.2,Men,783,949,17.49%
7183,Men Red Sandal,4.1,Men,299,999,70.07%
7184,Slip On For,3.6,Men,711,999,28.83%
7185,Women Black Heels,4.3,Women,358,999,64.16%
7186,Karans Mens Black,4.3,Men,699,999,30.03%
7187,GO WALK 5-SPARROW,4.3,Men,3749,4999,25.01%
7188,CLAIRE (Collector's Edition),4.4,Women,1049,1299,19.25%
7189,Women SFL-19 Black,4.2,Women,260,269,3.35%
7190,Slippers,4,Men,445,449,0.89%
7191,CRYSTA Running Shoes,4.2,Men,839,1049,20.02%
7192,"Women Black, White",3.6,Women,499,999,50.05%
7193,Nova Wn's Sneakers,4.1,,3259,6999,53.44%
7194,"Men Black, Olive",3.5,Men,1549,2299,32.62%
7195,Men Black Casual,4.1,Men,588,699,15.88%
7196,Jutis For Women,4,Women,280,499,43.89%
7197,Running Shoes For,4,Women,449,999,55.06%
7198,RS 2.0 Mono,5,Women,3810,6999,45.56%
7199,WILLY-2 Bellies For,3.3,Women,449,499,10.02%
7200,Party Wear For,3.3,Men,438,849,48.41%
7201,Flip Flops,3.6,Men,355,1399,74.62%
7202,Patywear Boots For,4,Men,599,1499,60.04%
7203,Flip Flops,3.9,Men,189,599,68.45%
7204,SL 164 Walking,4.4,,899,999,10.01%
7205,Women Brown Heels,4.2,Women,568,1249,54.52%
7206,Sb Charge Slr,4.3,Men,3147,4495,29.99%
7207,ENGINE Running Shoes,3.9,Men,1399,1999,30.02%
7208,Flip Flops,4,Women,499,1298,61.56%
7209,Women SL-124 Navy,4.3,Women,835,999,16.42%
7210,Men's Formal Lace,3.8,Men,930,2999,68.99%
7211,Women Brown Wedges,4,Women,389,499,22.04%
7212,Women SL-123 Magenta,4.3,Women,836,899,7.01%
7213,Party Wear For,4,Men,399,799,50.06%
7214,Jutis For Women,4,Women,189,499,62.12%
7215,Jutis For Men,2.9,Men,449,699,35.77%
7216,Women Black Wedges,4.3,Women,1393,1990,30.00%
7217,Go Walk Lite,4,Women,2025,4499,54.99%
7218,Girl's synthetic Leather,4.1,Women,315,599,47.41%
7219,Synthetic Leather Casual,3.7,Men,362,699,48.21%
7220,Women Yellow Flats,4,Women,335,799,58.07%
7221,Women Black Heels,3.9,Women,379,799,52.57%
7222,Derby For Men,4,Men,1649,6599,75.01%
7223,Women Pink Wedges,3.6,Women,599,999,40.04%
7224,Derby For Men,4.1,Men,1489,4995,70.19%
7225,Combo Pack of,3.9,,654,1497,56.31%
7226,Men Black Sports,4.1,Men,949,2499,62.02%
7227,S-10 Running Shoes,4,Men,539,649,16.95%
7228,Sneakers For Women,3.6,Women,475,928,50.05%
7229,Men Brown Flats,3.6,Men,616,1995,69.12%
7230,Men Brown Casual,4,Men,639,749,14.69%
7231,Slippers,3.8,Men,213,599,64.44%
7232,Mojaris For Men,3.2,Men,699,999,30.03%
7233,Women Gold Wedges,4.1,Women,499,999,50.05%
7234,NORTH Running Shoes,4.2,Men,1448,1499,3.40%
7235,Boots For Women,3.7,Women,479,1999,76.04%
7236,DRAGON Running Shoes,4.1,Men,1873,2499,25.05%
7237,Slip On For,4.5,Women,959,1699,43.56%
7238,Women SL-126 Grey,4.2,Women,790,949,16.75%
7239,Women Black Wedges,4.3,Women,1276,2995,57.40%
7240,SL-138 Casuals For,4.1,Women,496,625,20.64%
7241,Women Beige Heels,4,Women,991,2499,60.34%
7242,Slides,4.6,Women,349,999,65.07%
7243,Women Black Heels,4,Women,664,999,33.53%
7244,Jutis For Women,4,Women,280,499,43.89%
7245,Men Blue Flats,3.9,Men,999,1999,50.03%
7246,Mojaris For Men,3.4,Men,399,499,20.04%
7247,Men Grey Clogs,3.7,Men,519,999,48.05%
7248,Women Multicolor Flats,3.3,Women,499,1497,66.67%
7249,Men Brown Casual,3.6,Men,499,999,50.05%
7250,Erdiga 3 M,4.1,Men,2149,4299,50.01%
7251,Flower Design Bellies,3.4,Women,598,999,40.14%
7252,Boots For Women,4.1,Women,378,999,62.16%
7253,Slides,4.3,Men,2097,2995,29.98%
7254,"Women Red, Black",3.8,Women,213,279,23.66%
7255,Women Beige Wedges,3.8,Women,279,599,53.42%
7256,1712 Loafers For,4.1,Men,339,999,66.07%
7257,Bellies Jutis For,4,Women,240,499,51.90%
7258,UPCOURT 4 Badminton,4.3,Men,3609,3999,9.75%
7259,Girls Stylish &,4.2,Women,395,999,60.46%
7260,Face-13 Canvas shoes,3.9,Women,474,999,52.55%
7261,Slides,4.1,Women,299,499,40.08%
7262,Mojaris For Men,3.6,Men,616,899,31.48%
7263,Partywear ethnic Juti,3.7,Women,183,499,63.33%
7264,Boots For Women,3,Women,475,999,52.45%
7265,Women Black Wedges,4.2,,395,999,60.46%
7266,Walking Shoes For,4.4,Women,1589,5299,70.01%
7267,Loafers For Men,3.6,Men,661,1299,49.11%
7268,Men SFG-541 Black,4,Men,306,349,12.32%
7269,SL 164 Walking,4.4,Women,899,999,10.01%
7270,Slippers,3.7,Women,524,699,25.04%
7271,Women Black Heels,4.3,Women,699,999,30.03%
7272,Light Weight Sports,3.8,Men,449,999,55.06%
7273,Pink Fur Bunny,4,Women,299,499,40.08%
7274,Jutis For Men,3.8,Men,500,999,49.95%
7275,Women Comfortable Bellies,4,Women,549,999,45.05%
7276,AXEL Slip On,3.9,Men,1029,1499,31.35%
7277,Women Training &Gym,4.1,Women,499,749,33.38%
7278,Men White Sandal,4,Men,942,1883,52.53%
7279,NORTH Running Shoes,4.2,Men,1448,1499,3.40%
7280,Women Black Wedges,4,Women,499,549,9.11%
7281,Casuals For Women,3.9,Women,298,599,50.25%
7282,Sneakers For Women,5,Women,380,999,61.96%
7283,Men Navy Sports,4.2,Men,553,675,18.07%
7284,Stylish Warm Winter,4.3,Women,517,999,48.25%
7285,Jutis For Women,3.9,Women,332,649,48.84%
7286,FASHION SHOE Running,3.6,Men,331,999,66.87%
7287,NG-035 Bellies For,4.3,Women,415,1099,62.24%
7288,Casuals For Women,4.3,Women,979,999,2.00%
7289,Blackwood Bieber Caual,4.2,Men,445,999,55.46%
7290,Women Black Flats,4.2,Women,367,999,63.26%
7291,Ethnic Jutis For,3.9,Women,276,537,60.12%
7292,Slides,4.1,Women,328,499,34.27%
7293,Premium Quality Mojaris,3.7,Men,383,999,61.66%
7294,Women Black Heels,4.3,Women,474,999,52.55%
7295,"Women Brown, White",3.8,Women,499,799,37.55%
7296,Jalsa Jutis For,3.2,Men,449,499,10.02%
7297,RC2381 001 Boots,4.2,Men,2333,2945,20.78%
7298,Men's White Sneakers,3.9,Men,331,499,33.67%
7299,Slides,3.8,Women,259,349,25.79%
7300,Men Beige Sandal,3.9,Men,399,1499,73.38%
7301,Combo Pack of,3.9,Women,719,1199,40.03%
7302,Combo Pack of,3.9,Women,473,998,52.61%
7303,White Casual Shoes,4.1,Men,437,999,56.26%
7304,Slides,3.9,Men,498,1497,66.73%
7305,Women White Flats,3.7,Women,279,299,6.69%
7306,SL-138 Casuals For,4.1,Women,496,625,20.64%
7307,AIR Casuals For,3.8,Men,474,999,52.55%
7308,Women SL-165 Violet,4.3,,840,999,15.92%
7309,Women Silver Heels,3.8,Women,357,1299,72.52%
7310,Perfect Stylish Girls,4.2,Women,420,999,57.96%
7311,Jutis For Men,3.6,Men,499,999,50.05%
7312,Fashion and Stylish,4.2,Men,599,1699,64.74%
7313,888 Jutis For,4.2,Men,919,999,8.01%
7314,RC3499 Lace Up,4.2,Men,1977,3595,45.01%
7315,XHUGOY 2821 RED,4.2,Men,899,1599,43.78%
7316,Tennis Shoes For,4.2,Women,3796,4995,24.00%
7317,Women Pink Heels,4,Women,379,1499,74.72%
7318,Sneakers For Men,4.1,Men,221,499,55.71%
7319,Women Casual &,4.2,Women,521,998,47.80%
7320,SL 164 Walking,4.4,Women,899,999,10.01%
7321,Women Black Flats,4.2,Women,378,999,62.16%
7322,Jutis For Men,4.2,Men,474,999,52.55%
7323,"Women Black, Beige,",4,Women,474,1499,68.38%
7324,ZARMAN High Top,3.8,Men,555,999,44.44%
7325,Socks Stylish Cricket,3.9,Men,495,999,50.45%
7326,Hush Berry Mens,3.9,Men,472,1249,62.21%
7327,Womens Casual comfort,3.9,Women,346,699,50.50%
7328,"Casual , Partywear",4,Men,370,659,43.85%
7329,crocs Unisex's Classic,4.3,Women,1494,2495,40.12%
7330,Flip Flops,3.8,Women,140,499,71.94%
7331,Women Black Wedges,4.1,Women,395,999,60.46%
7332,0260 Slip On,3.8,Men,322,999,67.77%
7333,Women Black Heels,3.6,Women,366,999,63.36%
7334,Sneakers For Women,3.7,Women,387,499,22.44%
7335,WIKA_08 Sneakers For,4.2,Women,399,799,50.06%
7336,Casuals For Men,4.1,Men,399,999,60.06%
7337,Women Black Wedges,4.2,Women,599,1249,52.04%
7338,Synthetic Leather Black,4.2,Men,599,999,40.04%
7339,Loafers For Men,4,Men,429,999,57.06%
7340,Men Multicolor Sandal,3.8,Men,329,498,33.94%
7341,Provoke XT FM,4.3,Women,3989,6999,43.01%
7342,Slippers,4,Women,331,499,33.67%
7343,Bellies For Women,3.9,Women,219,499,56.11%
7344,Jutis For Women,3.9,Women,199,499,60.12%
7345,Flip Flops,4.1,Women,327,999,67.27%
7346,Morpankh Work Bellies,4,Women,185,499,62.93%
7347,Women Grey Wedges,3.8,Women,474,999,52.55%
7348,Energylux Running Shoe,4.2,Women,2692,4499,40.16%
7349,Men's Corporate Formal,4.1,Men,459,999,54.05%
7350,Kraasa Socks Sport,3.9,Men,471,471,0.00%
7351,Genuine Leather Embroidered,4.7,Women,2399,4200,42.88%
7352,Women Pink Heels,4.1,Women,664,999,33.53%
7353,NRGY Comet Running,4.5,Women,2564,4499,43.01%
7354,Women Tan Bellies,4,Women,404,699,42.20%
7355,OXYFIT Casuals For,4.2,Men,866,710,2.50%
7356,Slip On For,4.1,Men,429,999,57.06%
7357,Training & Gym,3.8,Men,501,1099,54.41%
7358,Jutis For Women,3.9,Women,199,799,75.09%
7359,Trackracer Wn s,4.3,Women,1150,3499,67.13%
7360,Girls Canvas Heel,4,Women,599,649,7.70%
7361,Ankle Length Stylish,3.9,Men,499,999,50.05%
7362,Women Pink Heels,4,Women,389,899,56.73%
7363,"Women Pink, Beige",3.6,Women,185,599,69.12%
7364,Party Wear For,4.3,Women,549,1199,54.21%
7365,Mid-Top Lace-Up Shoes,4.4,Women,559,999,44.04%
7366,Men Tan Sandal,3.3,Men,426,1599,73.36%
7367,Women Red Heels,3.7,Women,564,699,19.31%
7368,Women Pink Flats,4,,244,499,51.10%
7369,Sketch-14 Grey Pink,3.9,Women,474,999,52.55%
7370,Women Black Heels,3.8,Women,449,999,55.06%
7371,Women Grey Heels,4.1,Women,331,999,66.87%
7372,Stylish Walking Shoes,3.4,Women,1268,1690,24.97%
7373,SM-397 Fluorescent Running,4.2,Men,882,1049,15.92%
7374,Boots For Women,4.1,Women,599,999,40.04%
7375,Longwalk Women's Sneaker,3.8,Women,248,629,60.57%
7376,Women White Heels,4,Women,569,799,28.79%
7377,Synthetic Leather Casual,4.2,Women,446,999,55.36%
7378,Slides,3.9,Men,270,599,54.92%
7379,Women Black Heels,4,Women,534,556,11.26%
7380,Women Black Wedges,3.7,Women,358,999,64.16%
7381,Women Red Heels,3.9,Women,399,699,42.92%
7382,Sports Mesh Running,4,Women,756,899,15.91%
7383,Ethics Perfect Women's,3.9,Women,299,499,40.08%
7384,Bxxy Men's Faux,4.1,Men,419,999,58.06%
7385,"Women Beige, Gold,",4.3,Women,480,1249,61.57%
7386,Bellies For Women,4.1,Women,379,899,57.84%
7387,Running Shoes Running,3.7,Women,498,525,5.14%
7388,Synthetic Leather Casual,4.5,Women,398,999,60.16%
7389,STRIDE RUNNER LP,4.2,Men,1047,2099,50.12%
7390,Zod Runner V3,4.1,Men,1799,3999,55.01%
7391,Slip On For,3.6,Women,845,1690,50.00%
7392,For Women (Beige),3.9,Women,499,1299,61.59%
7393,GUIDE STRIDE RUN,4.3,Men,1400,2799,49.98%
7394,LANCE Slip On,3.7,Men,1258,1999,37.07%
7395,For Women (White),4,Women,711,999,28.83%
7396,Synthetic Leather Casual,3.9,Men,379,999,62.06%
7397,"Trending Punched Ethnic,",4.4,Men,329,999,67.07%
7398,Sneakers For Men,4.1,Men,474,999,52.55%
7399,"Latest Collection, Comfortable",3.9,Women,449,999,55.06%
7400,Jutis For Women,3.9,Women,195,499,60.92%
7401,Mojaris For Women,4.1,Women,199,499,60.12%
7402,EVAW2 Sneakers For,3.8,Men,199,499,60.12%
7403,GEL-WINDHAWK 3 Running,4,Men,1799,4699,61.72%
7404,Icon IDP Sneakers,4.2,Men,1649,3299,50.02%
7405,Women Gold Heels,4.1,Women,599,1299,53.89%
7406,Tryfeet Stylish Fancy,4,Women,499,945,47.20%
7407,Women Pink Flats,4.2,Women,599,999,40.04%
7408,High heels Black,4.1,Women,649,999,35.04%
7409,Gold glitter with,3.6,Women,312,499,37.47%
7410,Running Shoes For,4.1,Men,624,699,10.73%
7411,Boots For Women,4.3,Women,599,999,40.04%
7412,Jutis For Women,4,Women,220,999,77.98%
7413,Women Beige Wedges,4.1,Women,379,1199,68.39%
7414,Black With Fine,3.6,Men,425,499,14.83%
7415,Black & Grey,3.9,Men,299,998,70.04%
7416,Running Shoes For,4.1,Men,590,1499,60.64%
7417,Doctor Extra Soft,4.2,Women,299,499,40.08%
7418,Women Black Flats,4.1,Women,299,499,40.08%
7419,Slides,4.1,Men,242,999,75.78%
7420,Punjabi Jutis For,3.3,Women,1099,2500,56.04%
7421,Corporate XI Office,3.7,Men,499,999,50.05%
7422,Bellies For Women,3.3,Women,349,999,65.07%
7423,Women Blue Wedges,4.3,Women,399,1200,66.75%
7424,Totu Womens Black,3.8,Women,199,499,60.12%
7425,Ruhi-04-BGreenGreen Running Shoes,4,Women,453,554,10.18%
7426,Women Grey Heels,4.2,Women,569,999,43.04%
7427,Sneakers For Men,4.1,Men,445,875,62.06%
7428,Women SL-133 Black,4.3,Women,614,699,12.16%
7429,SL-111 Sneakers For,4.3,Women,580,649,10.63%
7430,Men's Black Shoes,4.2,Men,460,999,53.95%
7431,Girls Stylish Casual,4.3,Women,699,999,30.03%
7432,Combo Pack of,3.8,Women,420,999,57.96%
7433,Chevit Lightweight Combo,4.1,Men,498,998,50.10%
7434,Sneakers For Men,3.7,Men,337,999,66.27%
7435,Men Black Sandal,3.8,Men,944,1049,10.01%
7436,Men Brown Casual,4.1,Men,759,799,5.01%
7437,LeBron Witness 4,4.1,Men,5756,7995,28.01%
7438,Glarus M Running,4.2,Men,1324,2499,47.02%
7439,Jutis For Men,4,Men,719,999,28.03%
7440,Cell Phase Wn,4.4,Women,3936,6499,39.44%
7441,Black Men Home,4.1,Men,238,599,60.27%
7442,Comfortable Shose For,3.9,Women,399,999,60.06%
7443,Ethnic juti Jutis,3.9,Women,199,499,60.12%
7444,Women Red Flats,4,Women,298,999,70.17%
7445,Jutis For Women,4.2,Women,305,999,69.47%
7446,Sneakers For Men,4,Men,399,999,60.06%
7447,Slides,3.6,,284,999,71.57%
7448,FOAI's Chelsia Boots,3.9,Men,378,1002,60.06%
7449,Women Pink Bellies,4.3,Women,399,999,60.06%
7450,Derby For Men,4.1,Men,1619,5399,70.01%
7451,Loafers For Men,4.1,Men,269,499,46.09%
7452,Boots For Women,4.1,Women,399,999,60.06%
7453,Women Black Heels,3.9,Women,379,1299,70.82%
7454,VL COURT 2.0,4.3,Women,2166,4999,56.67%
7455,Jutis For Women,4.6,Women,449,999,55.06%
7456,Top Speed Xtreme,4.2,Men,999,2299,56.55%
7457,Pure Leather Punjabi,4.1,Men,599,1999,70.04%
7458,Women Copper Heels,4.5,Women,569,999,43.04%
7459,Running Shoes For,4.2,Women,3900,6495,39.95%
7460,802 Boots For,3.9,Women,549,999,45.05%
7461,Flip Flops,4.1,Women,340,1497,77.29%
7462,"Men Blue, Grey",4.1,Men,699,875,20.11%
7463,Casual Kiltie Tassled,3.8,Men,599,999,40.04%
7464,Defy Mid Core,4.4,Women,3849,6999,45.01%
7465,Bad Boy Slides,4.1,,305,799,61.83%
7466,Men Grey Sandal,4,Men,401,1022,58.00%
7467,Loafers Jutis For,3.9,,939,1499,37.36%
7468,Women Pink Flats,3.9,Women,380,499,23.85%
7469,Ontario IDP Sneakers,4,Men,1499,2999,50.02%
7470,Mesh casual Walking,3.7,Men,399,999,60.06%
7471,Slippers,3.8,Men,212,799,73.47%
7472,Slides,2.9,Men,521,998,47.80%
7473,Women's Combo pack,4.1,Women,527,798,33.96%
7474,In-Season TR 8,4.1,Women,3597,5995,40.00%
7475,Orange-Blue Slip On,4,Men,256,499,48.70%
7476,SFG-48 Slippers,4,Men,412,425,3.06%
7477,Slippers,4.2,Women,199,499,60.12%
7478,Women Beige Heels,4.1,,498,999,50.15%
7479,Wonder Women Flex,4.2,Women,469,1599,70.67%
7480,Flip Flops,4.2,Women,299,699,57.22%
7481,ZMS508BLACK Loafers For,4.1,Men,449,499,10.02%
7482,"Men Orange, Khaki",3.9,Men,299,998,70.04%
7483,5612Black Lace Up,3.8,Men,474,499,5.01%
7484,Men's Black ankle,4,Men,399,999,60.06%
7485,WoudLand By Zixer,4,Men,499,999,50.05%
7486,Women Beige Bellies,4.1,Women,279,499,44.09%
7487,Perfect Stylish Girls,3.9,Women,399,999,60.06%
7488,Men Black Leather,3.3,,699,999,30.03%
7489,Dixy Sneakers For,3.9,Women,699,1499,53.37%
7490,Slippers,3.7,Women,290,460,36.96%
7491,Women Green Heels,4,Women,382,899,57.51%
7492,Oxford For Men,4.2,Men,1574,6299,75.01%
7493,Women Gold Heels,3.8,Women,599,1499,60.04%
7494,Men Maroon Sandal,3.9,Men,899,1299,30.79%
7495,"Women Silver, Grey",4.1,Women,599,999,40.04%
7496,Lace Up For,3.1,Men,500,1899,73.67%
7497,Flip Flops,3.9,Men,206,599,65.61%
7498,Zod Runner V3,4.1,Men,1699,3999,57.51%
7499,Leather Formal office,3.9,Men,799,1999,60.03%
7500,Jutis For Women,4,Women,199,499,60.12%
7501,Combo Pack of,3.8,,473,998,52.61%
7502,Jutis For Women,3.8,Women,285,600,52.50%
7503,Running Shoes For,4.1,Men,590,1499,60.64%
7504,Sneakers For Women,4.2,Women,655,999,34.43%
7505,Slippers,4.3,Men,258,299,13.71%
7506,Mojaris For Men,3.9,Men,495,499,0.80%
7507,SM 487 Running,4.3,Men,1329,1699,21.78%
7508,Nagra for Men,4.2,Men,474,999,52.55%
7509,Women Gold Wedges,3.9,Women,499,550,9.27%
7510,Classic Boots For,4.1,Men,495,499,0.80%
7511,ALEXA Running Shoes,4.3,Women,1499,1699,11.77%
7512,Bow Party Wear,3.9,Women,399,899,55.62%
7513,Women Multicolor Flats,3.9,Women,284,899,68.41%
7514,Fila Men's Bryant,3.7,Men,564,1597,64.68%
7515,Women Casual &,4.2,Women,521,998,47.80%
7516,Jutis For Women,3.9,Women,332,649,48.84%
7517,Women Beige Flats,4.2,Women,372,999,62.76%
7518,Running Shoes For,3.9,Women,3749,5995,37.46%
7519,Women Beige Heels,4.3,Women,599,2699,77.81%
7520,Slides,3.8,Men,249,999,75.08%
7521,EVAW2 Sneakers For,3.8,Men,199,499,60.12%
7522,Flip Flops,4.1,Women,242,772,50.08%
7523,Women Maroon Wedges,4.3,Women,1048,2195,52.26%
7524,High Heel Canvas,4.7,Women,599,999,40.04%
7525,Women's | Girls,4.3,Women,599,999,40.04%
7526,Men's Office and,4.1,Men,399,999,60.06%
7527,High Ankle Denim,4.4,Women,599,999,40.04%
7528,Men's Casual Half,4,Men,449,999,55.06%
7529,Mojaris For Men,3.8,Men,599,1299,53.89%
7530,Height Increasing For,3.9,Men,995,2999,66.82%
7531,Mojaris For Women,3.3,Women,799,1599,50.03%
7532,Latest Stylish &,4,Women,355,499,28.86%
7533,Slides,4.1,Men,449,599,25.04%
7534,Knitted Socks Casuals,4,Men,499,999,50.05%
7535,GENESISRUNNERLP Running Shoes,4.5,Women,1462,3499,58.22%
7536,Flip Flops,4,Women,499,1298,61.56%
7537,Men Black Casual,4.2,Men,658,799,17.65%
7538,High Heel Canvas,4.7,Women,599,999,40.04%
7539,Walking Shoes For,4,Men,389,1499,74.05%
7540,Flip Flops,3.8,Women,179,499,64.13%
7541,Slip On For,4,Men,629,699,10.01%
7542,"Top Rated,Training Shoes,Walking",3.7,Men,367,499,26.45%
7543,Women Black Wedges,3.5,Women,970,2795,65.30%
7544,Rajasthani Jaipuri Ethnic,4.2,Women,265,499,46.89%
7545,Asian Women's Sneaker,3.9,Women,449,499,10.02%
7546,Women Red Wedges,3.8,Women,395,599,34.06%
7547,Pure Leather Punjabi,3.8,Men,399,1999,80.04%
7548,Smash Platform L,4.4,Women,1557,4499,65.39%
7549,Women's Black Doctor,4,Women,599,999,40.04%
7550,Synthetic Leather Casual,4.2,Women,446,999,55.36%
7551,Jutis For Women,3.8,Women,501,999,49.85%
7552,Women Gold Heels,4,,420,699,39.91%
7553,Training & Gym,4.6,Men,720,1299,44.57%
7554,Boots For Men,4.1,Men,616,1599,61.48%
7555,Combo Pack of,3.8,Men,449,699,35.77%
7556,Men's Camel Leather,3.8,Men,654,999,34.53%
7557,Women Black Heels,4.1,Women,390,999,60.96%
7558,Running Shoes For,3.5,Men,299,999,70.07%
7559,Windster GU IDP,4.1,Men,1047,1699,38.38%
7560,Slippers,3,Men,399,999,60.06%
7561,Lightweight Faux Leather,3.9,Men,599,2199,72.76%
7562,Ladies New casuals,5,Women,899,999,10.01%
7563,Men Brown Sandal,3.9,Men,426,999,57.36%
7564,Slip On For,4.2,Men,399,699,42.92%
7565,Original Party Wear,3.8,Men,424,999,57.56%
7566,Flip Flops,3.5,Men,225,999,77.48%
7567,Kaster Slip On,3.6,Men,630,1799,64.98%
7568,Women Tan Wedges,4,Women,549,999,45.05%
7569,Stylish Casual Partywear,4.2,Women,499,999,50.05%
7570,Women Black Flats,4,Women,314,499,37.07%
7571,Women Grey Wedges,4,Women,599,1599,62.54%
7572,Black Jalsa Nagra,3.9,Men,303,499,39.28%
7573,Punched Stylish Comfy,3.9,Men,487,999,51.25%
7574,Jutis For Women,4,Women,195,499,60.92%
7575,Women Red Bellies,4,Women,267,749,64.35%
7576,Synthetic Leather Black,4.2,Men,599,999,40.04%
7577,"Latest Collection, Comfortable",3.7,Women,219,499,56.11%
7578,Women SL-123 Magenta,4.3,Women,836,899,7.01%
7579,Comfortable Stylish Latest,4.1,Women,599,999,40.04%
7580,Women Silver Flats,3.9,Women,289,699,58.66%
7581,Bellies For Women,3.6,Women,626,799,21.65%
7582,88 Running Shoes,4.3,Women,819,999,18.02%
7583,Knitted Socks Casuals,4,,499,999,50.05%
7584,"Women Black, Beige",4.3,Women,579,1199,51.71%
7585,Slip On For,3.8,Men,1499,4999,70.01%
7586,Women's Lightweight Comfortable,4.1,Women,449,999,55.06%
7587,Men Brown Sandal,3.8,Men,559,1499,62.71%
7588,Glarus M Running,4.2,Men,1049,2499,58.02%
7589,Shoes Kingdom Shoes_LB792,3.7,Men,739,999,26.03%
7590,high top Sneakers,4.1,Men,450,999,54.96%
7591,Sports Mesh Running,4,Women,756,899,15.91%
7592,Flip Flops,4.1,Women,299,599,50.08%
7593,Boots For Women,3.9,Women,439,499,12.02%
7594,Casuals For Men,3.7,Men,449,999,55.06%
7595,Mojaris Jutis For,3.8,Men,399,499,20.04%
7596,Women Brown Bellies,4.1,,424,499,15.03%
7597,"Men Red, Black",3.7,Men,599,999,40.04%
7598,Women Blue Flats,3.9,Women,1771,2495,29.02%
7599,Women Black Wedges,3.9,Women,481,832,45.05%
7600,Boots For Women,4.2,Women,426,1499,71.58%
7601,Boots For Women,4.3,Women,599,999,40.04%
7602,88 Running Shoes,4.3,Women,819,999,18.02%
7603,Top Speed Xtreme,4,Men,999,2399,58.36%
7604,Smart Casuals Canvas,4,Men,379,998,62.02%
7605,Women Tan Flats,4.2,Women,249,599,58.43%
7606,Women White Wedges,4.2,Women,425,499,14.83%
7607,Grey-Marathon Running Shoes,4.1,Men,569,949,40.04%
7608,Flip Flops,4.5,Men,1047,1799,41.80%
7609,Women Black Flats,4.1,Women,2637,3995,33.99%
7610,Men Tan Sandal,3.9,Men,488,1497,67.40%
7611,RUSSEL FLIP LP,4,Men,379,799,52.57%
7612,INDUS-251 Running Shoes,4,Men,599,799,25.03%
7613,Comfortable&Durable Casuals For,4.1,Women,499,999,50.05%
7614,Sneakers For Men,3.6,Men,299,999,70.07%
7615,Boots For Women,4.5,Women,459,999,54.05%
7616,Bellies For Women,4.1,Women,424,999,57.56%
7617,VENDOZ Women and,4.8,Women,699,699,0.00%
7618,Chappal for men,3.9,Men,284,499,43.09%
7619,Combo of 5,4.1,Men,629,2495,74.79%
7620,Women Silver Flats,4,Women,287,999,71.27%
7621,Flip Flops,3.9,Women,149,269,44.61%
7622,Black Leather Punjabi,4,Women,725,1199,39.53%
7623,Women's Black Bellies,4.1,Women,449,599,25.04%
7624,Women's White Mesh,4,Women,571,999,42.84%
7625,Running Shoes For,4.4,Women,2499,3695,32.37%
7626,Oxford For Men,4.4,Men,2499,4999,50.01%
